prop_min,prop_covert,beta,prop_covert_top_k,prop_overt_top_k,prop_covert_rescaled,prop_all_minorities_top_k
0.05,0.0,0.6,0.0,0.013333333333333334,0.0,0.013333333333333334
0.05,0.0,0.65,0.0,0.012307692307692308,0.0,0.012307692307692308
0.05,0.0,0.7,0.0,0.011428571428571429,0.0,0.011428571428571429
0.05,0.0,0.75,0.0,0.010666666666666666,0.0,0.010666666666666666
0.05,0.0,0.8,0.0,0.01,0.0,0.01
0.05,0.0,0.85,0.0,0.009411764705882352,0.0,0.009411764705882352
0.05,0.0,0.9,0.0,0.008888888888888889,0.0,0.008888888888888889
0.05,0.0,0.95,0.0,0.008421052631578947,0.0,0.008421052631578947
0.05,0.0,1.0,0.0,0.05,0.0,0.05
0.05,0.0,0.05,0.0,0.0,0.0,0.0
0.05,0.0,0.1,0.0,0.01,0.0,0.01
0.05,0.0,0.15,0.0,0.006666666666666667,0.0,0.006666666666666667
0.05,0.0,0.2,0.0,0.02,0.0,0.02
0.05,0.0,0.25,0.0,0.024,0.0,0.024
0.05,0.0,0.3,0.0,0.04,0.0,0.04
0.05,0.0,0.35,0.0,0.04,0.0,0.04
0.05,0.0,0.4,0.0,0.035,0.0,0.035
0.05,0.0,0.45,0.0,0.03111111111111111,0.0,0.03111111111111111
0.05,0.0,0.5,0.0,0.028,0.0,0.028
0.05,0.0,0.55,0.0,0.025454545454545455,0.0,0.025454545454545455
0.05,0.0,0.6,0.0,0.023333333333333334,0.0,0.023333333333333334
0.05,0.0,0.65,0.0,0.021538461538461538,0.0,0.021538461538461538
0.05,0.0,0.7,0.0,0.02,0.0,0.02
0.05,0.0,0.75,0.0,0.018666666666666668,0.0,0.018666666666666668
0.05,0.0,0.8,0.0,0.0175,0.0,0.0175
0.05,0.0,0.85,0.0,0.01647058823529412,0.0,0.01647058823529412
0.05,0.0,0.9,0.0,0.015555555555555555,0.0,0.015555555555555555
0.05,0.0,0.95,0.0,0.014736842105263158,0.0,0.014736842105263158
0.05,0.0,1.0,0.0,0.05,0.0,0.05
0.05,0.0,0.05,0.0,0.0,0.0,0.0
0.05,0.0,0.1,0.0,0.0,0.0,0.0
0.05,0.0,0.15,0.0,0.0,0.0,0.0
0.05,0.0,0.2,0.0,0.005,0.0,0.005
0.05,0.0,0.25,0.0,0.012,0.0,0.012
0.05,0.0,0.3,0.0,0.02,0.0,0.02
0.05,0.0,0.35,0.0,0.02,0.0,0.02
0.05,0.0,0.4,0.0,0.0275,0.0,0.0275
0.05,0.0,0.45,0.0,0.024444444444444446,0.0,0.024444444444444446
0.05,0.0,0.5,0.0,0.022,0.0,0.022
0.05,0.0,0.55,0.0,0.02,0.0,0.02
0.05,0.0,0.6,0.0,0.018333333333333333,0.0,0.018333333333333333
0.05,0.0,0.65,0.0,0.016923076923076923,0.0,0.016923076923076923
0.05,0.0,0.7,0.0,0.015714285714285715,0.0,0.015714285714285715
0.05,0.0,0.75,0.0,0.014666666666666666,0.0,0.014666666666666666
0.05,0.0,0.8,0.0,0.01375,0.0,0.01375
0.05,0.0,0.85,0.0,0.012941176470588235,0.0,0.012941176470588235
0.05,0.0,0.9,0.0,0.012222222222222223,0.0,0.012222222222222223
0.05,0.0,0.95,0.0,0.011578947368421053,0.0,0.011578947368421053
0.05,0.0,1.0,0.0,0.05,0.0,0.05
0.05,0.0,0.05,0.0,0.0,0.0,0.0
0.05,0.0,0.1,0.0,0.0,0.0,0.0
0.05,0.0,0.15,0.0,0.006666666666666667,0.0,0.006666666666666667
0.05,0.0,0.2,0.0,0.02,0.0,0.02
0.05,0.0,0.25,0.0,0.024,0.0,0.024
0.05,0.0,0.3,0.0,0.02666666666666667,0.0,0.02666666666666667
0.05,0.0,0.35,0.0,0.03142857142857143,0.0,0.03142857142857143
0.05,0.0,0.4,0.0,0.03,0.0,0.03
0.05,0.0,0.45,0.0,0.02666666666666667,0.0,0.02666666666666667
0.05,0.0,0.5,0.0,0.024,0.0,0.024
0.05,0.0,0.55,0.0,0.02181818181818182,0.0,0.02181818181818182
0.05,0.0,0.6,0.0,0.02,0.0,0.02
0.05,0.0,0.65,0.0,0.018461538461538463,0.0,0.018461538461538463
0.05,0.0,0.7,0.0,0.017142857142857144,0.0,0.017142857142857144
0.05,0.0,0.75,0.0,0.016,0.0,0.016
0.05,0.0,0.8,0.0,0.015,0.0,0.015
0.05,0.0,0.85,0.0,0.01411764705882353,0.0,0.01411764705882353
0.05,0.0,0.9,0.0,0.013333333333333334,0.0,0.013333333333333334
0.05,0.0,0.95,0.0,0.01263157894736842,0.0,0.01263157894736842
0.05,0.0,1.0,0.0,0.05,0.0,0.05
0.05,0.0,0.05,0.0,0.0,0.0,0.0
0.05,0.0,0.1,0.0,0.0,0.0,0.0
0.05,0.0,0.15,0.0,0.006666666666666667,0.0,0.006666666666666667
0.05,0.0,0.2,0.0,0.005,0.0,0.005
0.05,0.0,0.25,0.0,0.012,0.0,0.012
0.05,0.0,0.3,0.0,0.013333333333333334,0.0,0.013333333333333334
0.05,0.0,0.35,0.0,0.02,0.0,0.02
0.05,0.0,0.4,0.0,0.025,0.0,0.025
0.05,0.0,0.45,0.0,0.022222222222222223,0.0,0.022222222222222223
0.05,0.0,0.5,0.0,0.02,0.0,0.02
0.05,0.0,0.55,0.0,0.01818181818181818,0.0,0.01818181818181818
0.05,0.0,0.6,0.0,0.016666666666666666,0.0,0.016666666666666666
0.05,0.0,0.65,0.0,0.015384615384615385,0.0,0.015384615384615385
0.05,0.0,0.7,0.0,0.014285714285714285,0.0,0.014285714285714285
0.05,0.0,0.75,0.0,0.013333333333333334,0.0,0.013333333333333334
0.05,0.0,0.8,0.0,0.0125,0.0,0.0125
0.05,0.0,0.85,0.0,0.011764705882352941,0.0,0.011764705882352941
0.05,0.0,0.9,0.0,0.011111111111111112,0.0,0.011111111111111112
0.05,0.0,0.95,0.0,0.010526315789473684,0.0,0.010526315789473684
0.05,0.0,1.0,0.0,0.05,0.0,0.05
0.05,0.0,0.05,0.0,0.02,0.0,0.02
0.05,0.0,0.1,0.0,0.01,0.0,0.01
0.05,0.0,0.15,0.0,0.006666666666666667,0.0,0.006666666666666667
0.05,0.0,0.2,0.0,0.015,0.0,0.015
0.05,0.0,0.25,0.0,0.016,0.0,0.016
0.05,0.0,0.3,0.0,0.023333333333333334,0.0,0.023333333333333334
0.05,0.0,0.35,0.0,0.02,0.0,0.02
0.05,0.0,0.4,0.0,0.0225,0.0,0.0225
0.05,0.0,0.45,0.0,0.02,0.0,0.02
0.05,0.0,0.5,0.0,0.018,0.0,0.018
0.05,0.0,0.55,0.0,0.016363636363636365,0.0,0.016363636363636365
0.05,0.0,0.6,0.0,0.015,0.0,0.015
0.05,0.0,0.65,0.0,0.013846153846153847,0.0,0.013846153846153847
0.05,0.0,0.7,0.0,0.012857142857142857,0.0,0.012857142857142857
0.05,0.0,0.75,0.0,0.012,0.0,0.012
0.05,0.0,0.8,0.0,0.01125,0.0,0.01125
0.05,0.0,0.85,0.0,0.010588235294117647,0.0,0.010588235294117647
0.05,0.0,0.9,0.0,0.01,0.0,0.01
0.05,0.0,0.95,0.0,0.009473684210526316,0.0,0.009473684210526316
0.05,0.0,1.0,0.0,0.05,0.0,0.05
0.05,0.0,0.05,0.0,0.02,0.0,0.02
0.05,0.0,0.1,0.0,0.02,0.0,0.02
0.05,0.0,0.15,0.0,0.02,0.0,0.02
0.05,0.0,0.2,0.0,0.03,0.0,0.03
0.05,0.0,0.25,0.0,0.024,0.0,0.024
0.05,0.0,0.3,0.0,0.02666666666666667,0.0,0.02666666666666667
0.05,0.0,0.35,0.0,0.037142857142857144,0.0,0.037142857142857144
0.05,0.0,0.4,0.0,0.0375,0.0,0.0375
0.05,0.0,0.45,0.0,0.03333333333333333,0.0,0.03333333333333333
0.05,0.0,0.5,0.0,0.03,0.0,0.03
0.05,0.0,0.55,0.0,0.02727272727272727,0.0,0.02727272727272727
0.05,0.0,0.6,0.0,0.025,0.0,0.025
0.05,0.0,0.65,0.0,0.023076923076923078,0.0,0.023076923076923078
0.05,0.0,0.7,0.0,0.02142857142857143,0.0,0.02142857142857143
0.05,0.0,0.75,0.0,0.02,0.0,0.02
0.05,0.0,0.8,0.0,0.01875,0.0,0.01875
0.05,0.0,0.85,0.0,0.01764705882352941,0.0,0.01764705882352941
0.05,0.0,0.9,0.0,0.016666666666666666,0.0,0.016666666666666666
0.05,0.0,0.95,0.0,0.015789473684210527,0.0,0.015789473684210527
0.05,0.0,1.0,0.0,0.05,0.0,0.05
0.05,0.0,0.05,0.0,0.02,0.0,0.02
0.05,0.0,0.1,0.0,0.02,0.0,0.02
0.05,0.0,0.15,0.0,0.02,0.0,0.02
0.05,0.0,0.2,0.0,0.035,0.0,0.035
0.05,0.0,0.25,0.0,0.032,0.0,0.032
0.05,0.0,0.3,0.0,0.03333333333333333,0.0,0.03333333333333333
0.05,0.0,0.35,0.0,0.03142857142857143,0.0,0.03142857142857143
0.05,0.0,0.4,0.0,0.0275,0.0,0.0275
0.05,0.0,0.45,0.0,0.024444444444444446,0.0,0.024444444444444446
0.05,0.0,0.5,0.0,0.022,0.0,0.022
0.05,0.0,0.55,0.0,0.02,0.0,0.02
0.05,0.0,0.6,0.0,0.018333333333333333,0.0,0.018333333333333333
0.05,0.0,0.65,0.0,0.016923076923076923,0.0,0.016923076923076923
0.05,0.0,0.7,0.0,0.015714285714285715,0.0,0.015714285714285715
0.05,0.0,0.75,0.0,0.014666666666666666,0.0,0.014666666666666666
0.05,0.0,0.8,0.0,0.01375,0.0,0.01375
0.05,0.0,0.85,0.0,0.012941176470588235,0.0,0.012941176470588235
0.05,0.0,0.9,0.0,0.012222222222222223,0.0,0.012222222222222223
0.05,0.0,0.95,0.0,0.011578947368421053,0.0,0.011578947368421053
0.05,0.0,1.0,0.0,0.05,0.0,0.05
0.05,0.0,0.05,0.0,0.02,0.0,0.02
0.05,0.0,0.1,0.0,0.01,0.0,0.01
0.05,0.0,0.15,0.0,0.006666666666666667,0.0,0.006666666666666667
0.05,0.0,0.2,0.0,0.015,0.0,0.015
0.05,0.0,0.25,0.0,0.016,0.0,0.016
0.05,0.0,0.3,0.0,0.02,0.0,0.02
0.05,0.0,0.35,0.0,0.02857142857142857,0.0,0.02857142857142857
0.05,0.0,0.4,0.0,0.025,0.0,0.025
0.05,0.0,0.45,0.0,0.022222222222222223,0.0,0.022222222222222223
0.05,0.0,0.5,0.0,0.02,0.0,0.02
0.05,0.0,0.55,0.0,0.01818181818181818,0.0,0.01818181818181818
0.05,0.0,0.6,0.0,0.016666666666666666,0.0,0.016666666666666666
0.05,0.0,0.65,0.0,0.015384615384615385,0.0,0.015384615384615385
0.05,0.0,0.7,0.0,0.014285714285714285,0.0,0.014285714285714285
0.05,0.0,0.75,0.0,0.013333333333333334,0.0,0.013333333333333334
0.05,0.0,0.8,0.0,0.0125,0.0,0.0125
0.05,0.0,0.85,0.0,0.011764705882352941,0.0,0.011764705882352941
0.05,0.0,0.9,0.0,0.011111111111111112,0.0,0.011111111111111112
0.05,0.0,0.95,0.0,0.010526315789473684,0.0,0.010526315789473684
0.05,0.0,1.0,0.0,0.05,0.0,0.05
0.05,0.005555555555555556,0.05,0.0,0.0,0.011111111111111112,0.0
0.05,0.005555555555555556,0.1,0.0,0.0,0.011111111111111112,0.0
0.05,0.005555555555555556,0.15,0.006666666666666667,0.0,0.011111111111111112,0.006666666666666667
0.05,0.005555555555555556,0.2,0.01,0.0,0.011111111111111112,0.01
0.05,0.005555555555555556,0.25,0.008,0.012,0.011111111111111112,0.02
0.05,0.005555555555555556,0.3,0.01,0.01,0.011111111111111112,0.02
0.05,0.005555555555555556,0.35,0.008571428571428572,0.011428571428571429,0.011111111111111112,0.02
0.05,0.005555555555555556,0.4,0.0075,0.01,0.011111111111111112,0.0175
0.05,0.005555555555555556,0.45,0.006666666666666667,0.008888888888888889,0.011111111111111112,0.015555555555555555
0.05,0.005555555555555556,0.5,0.006,0.008,0.011111111111111112,0.014
0.05,0.005555555555555556,0.55,0.005454545454545455,0.007272727272727273,0.011111111111111112,0.012727272727272728
0.05,0.005555555555555556,0.6,0.005,0.006666666666666667,0.011111111111111112,0.011666666666666667
0.05,0.005555555555555556,0.65,0.004615384615384616,0.006153846153846154,0.011111111111111112,0.01076923076923077
0.05,0.005555555555555556,0.7,0.004285714285714286,0.005714285714285714,0.011111111111111112,0.01
0.05,0.005555555555555556,0.75,0.004,0.005333333333333333,0.011111111111111112,0.009333333333333332
0.05,0.005555555555555556,0.8,0.00375,0.005,0.011111111111111112,0.00875
0.05,0.005555555555555556,0.85,0.0035294117647058825,0.004705882352941176,0.011111111111111112,0.00823529411764706
0.05,0.005555555555555556,0.9,0.0033333333333333335,0.0044444444444444444,0.011111111111111112,0.0077777777777777776
0.05,0.005555555555555556,0.95,0.003157894736842105,0.004210526315789474,0.011111111111111112,0.007368421052631579
0.05,0.005555555555555556,1.0,0.006,0.044,0.011111111111111112,0.049999999999999996
0.05,0.005555555555555556,0.05,0.0,0.04,0.011111111111111112,0.04
0.05,0.005555555555555556,0.1,0.0,0.03,0.011111111111111112,0.03
0.05,0.005555555555555556,0.15,0.0,0.02,0.011111111111111112,0.02
0.05,0.005555555555555556,0.2,0.0,0.015,0.011111111111111112,0.015
0.05,0.005555555555555556,0.25,0.004,0.012,0.011111111111111112,0.016
0.05,0.005555555555555556,0.3,0.0033333333333333335,0.02,0.011111111111111112,0.023333333333333334
0.05,0.005555555555555556,0.35,0.002857142857142857,0.022857142857142857,0.011111111111111112,0.025714285714285714
0.05,0.005555555555555556,0.4,0.0025,0.02,0.011111111111111112,0.0225
0.05,0.005555555555555556,0.45,0.0022222222222222222,0.017777777777777778,0.011111111111111112,0.02
0.05,0.005555555555555556,0.5,0.002,0.016,0.011111111111111112,0.018000000000000002
0.05,0.005555555555555556,0.55,0.0018181818181818182,0.014545454545454545,0.011111111111111112,0.016363636363636365
0.05,0.005555555555555556,0.6,0.0016666666666666668,0.013333333333333334,0.011111111111111112,0.015000000000000001
0.05,0.005555555555555556,0.65,0.0015384615384615385,0.012307692307692308,0.011111111111111112,0.013846153846153847
0.05,0.005555555555555556,0.7,0.0014285714285714286,0.011428571428571429,0.011111111111111112,0.012857142857142857
0.05,0.005555555555555556,0.75,0.0013333333333333333,0.010666666666666666,0.011111111111111112,0.012
0.05,0.005555555555555556,0.8,0.00125,0.01,0.011111111111111112,0.01125
0.05,0.005555555555555556,0.85,0.001176470588235294,0.009411764705882352,0.011111111111111112,0.010588235294117647
0.05,0.005555555555555556,0.9,0.0011111111111111111,0.008888888888888889,0.011111111111111112,0.01
0.05,0.005555555555555556,0.95,0.0010526315789473684,0.008421052631578947,0.011111111111111112,0.009473684210526315
0.05,0.005555555555555556,1.0,0.006,0.044,0.011111111111111112,0.049999999999999996
0.05,0.005555555555555556,0.05,0.0,0.0,0.011111111111111112,0.0
0.05,0.005555555555555556,0.1,0.01,0.03,0.011111111111111112,0.04
0.05,0.005555555555555556,0.15,0.013333333333333334,0.02666666666666667,0.011111111111111112,0.04
0.05,0.005555555555555556,0.2,0.015,0.025,0.011111111111111112,0.04
0.05,0.005555555555555556,0.25,0.012,0.028,0.011111111111111112,0.04
0.05,0.005555555555555556,0.3,0.013333333333333334,0.03,0.011111111111111112,0.043333333333333335
0.05,0.005555555555555556,0.35,0.011428571428571429,0.02857142857142857,0.011111111111111112,0.04
0.05,0.005555555555555556,0.4,0.01,0.025,0.011111111111111112,0.035
0.05,0.005555555555555556,0.45,0.008888888888888889,0.022222222222222223,0.011111111111111112,0.03111111111111111
0.05,0.005555555555555556,0.5,0.008,0.02,0.011111111111111112,0.028
0.05,0.005555555555555556,0.55,0.007272727272727273,0.01818181818181818,0.011111111111111112,0.025454545454545452
0.05,0.005555555555555556,0.6,0.006666666666666667,0.016666666666666666,0.011111111111111112,0.023333333333333334
0.05,0.005555555555555556,0.65,0.006153846153846154,0.015384615384615385,0.011111111111111112,0.02153846153846154
0.05,0.005555555555555556,0.7,0.005714285714285714,0.014285714285714285,0.011111111111111112,0.02
0.05,0.005555555555555556,0.75,0.005333333333333333,0.013333333333333334,0.011111111111111112,0.018666666666666668
0.05,0.005555555555555556,0.8,0.005,0.0125,0.011111111111111112,0.0175
0.05,0.005555555555555556,0.85,0.004705882352941176,0.011764705882352941,0.011111111111111112,0.01647058823529412
0.05,0.005555555555555556,0.9,0.0044444444444444444,0.011111111111111112,0.011111111111111112,0.015555555555555555
0.05,0.005555555555555556,0.95,0.004210526315789474,0.010526315789473684,0.011111111111111112,0.014736842105263158
0.05,0.005555555555555556,1.0,0.006,0.044,0.011111111111111112,0.049999999999999996
0.05,0.005555555555555556,0.05,0.0,0.0,0.011111111111111112,0.0
0.05,0.005555555555555556,0.1,0.0,0.0,0.011111111111111112,0.0
0.05,0.005555555555555556,0.15,0.0,0.0,0.011111111111111112,0.0
0.05,0.005555555555555556,0.2,0.0,0.0,0.011111111111111112,0.0
0.05,0.005555555555555556,0.25,0.0,0.008,0.011111111111111112,0.008
0.05,0.005555555555555556,0.3,0.0,0.013333333333333334,0.011111111111111112,0.013333333333333334
0.05,0.005555555555555556,0.35,0.008571428571428572,0.017142857142857144,0.011111111111111112,0.025714285714285717
0.05,0.005555555555555556,0.4,0.0075,0.0225,0.011111111111111112,0.03
0.05,0.005555555555555556,0.45,0.006666666666666667,0.02,0.011111111111111112,0.02666666666666667
0.05,0.005555555555555556,0.5,0.006,0.018,0.011111111111111112,0.024
0.05,0.005555555555555556,0.55,0.005454545454545455,0.016363636363636365,0.011111111111111112,0.02181818181818182
0.05,0.005555555555555556,0.6,0.005,0.015,0.011111111111111112,0.02
0.05,0.005555555555555556,0.65,0.004615384615384616,0.013846153846153847,0.011111111111111112,0.018461538461538463
0.05,0.005555555555555556,0.7,0.004285714285714286,0.012857142857142857,0.011111111111111112,0.017142857142857144
0.05,0.005555555555555556,0.75,0.004,0.012,0.011111111111111112,0.016
0.05,0.005555555555555556,0.8,0.00375,0.01125,0.011111111111111112,0.015
0.05,0.005555555555555556,0.85,0.0035294117647058825,0.010588235294117647,0.011111111111111112,0.01411764705882353
0.05,0.005555555555555556,0.9,0.0033333333333333335,0.01,0.011111111111111112,0.013333333333333334
0.05,0.005555555555555556,0.95,0.003157894736842105,0.009473684210526316,0.011111111111111112,0.01263157894736842
0.05,0.005555555555555556,1.0,0.006,0.044,0.011111111111111112,0.049999999999999996
0.05,0.005555555555555556,0.05,0.0,0.0,0.011111111111111112,0.0
0.05,0.005555555555555556,0.1,0.01,0.01,0.011111111111111112,0.02
0.05,0.005555555555555556,0.15,0.013333333333333334,0.02,0.011111111111111112,0.03333333333333333
0.05,0.005555555555555556,0.2,0.01,0.02,0.011111111111111112,0.03
0.05,0.005555555555555556,0.25,0.008,0.028,0.011111111111111112,0.036000000000000004
0.05,0.005555555555555556,0.3,0.006666666666666667,0.03,0.011111111111111112,0.03666666666666667
0.05,0.005555555555555556,0.35,0.005714285714285714,0.025714285714285714,0.011111111111111112,0.03142857142857143
0.05,0.005555555555555556,0.4,0.0075,0.0275,0.011111111111111112,0.035
0.05,0.005555555555555556,0.45,0.006666666666666667,0.024444444444444446,0.011111111111111112,0.031111111111111114
0.05,0.005555555555555556,0.5,0.006,0.022,0.011111111111111112,0.027999999999999997
0.05,0.005555555555555556,0.55,0.005454545454545455,0.02,0.011111111111111112,0.025454545454545455
0.05,0.005555555555555556,0.6,0.005,0.018333333333333333,0.011111111111111112,0.023333333333333334
0.05,0.005555555555555556,0.65,0.004615384615384616,0.016923076923076923,0.011111111111111112,0.021538461538461538
0.05,0.005555555555555556,0.7,0.004285714285714286,0.015714285714285715,0.011111111111111112,0.02
0.05,0.005555555555555556,0.75,0.004,0.014666666666666666,0.011111111111111112,0.018666666666666665
0.05,0.005555555555555556,0.8,0.00375,0.01375,0.011111111111111112,0.0175
0.05,0.005555555555555556,0.85,0.0035294117647058825,0.012941176470588235,0.011111111111111112,0.01647058823529412
0.05,0.005555555555555556,0.9,0.0033333333333333335,0.012222222222222223,0.011111111111111112,0.015555555555555557
0.05,0.005555555555555556,0.95,0.003157894736842105,0.011578947368421053,0.011111111111111112,0.01473684210526316
0.05,0.005555555555555556,1.0,0.006,0.044,0.011111111111111112,0.049999999999999996
0.05,0.005555555555555556,0.05,0.0,0.0,0.011111111111111112,0.0
0.05,0.005555555555555556,0.1,0.0,0.0,0.011111111111111112,0.0
0.05,0.005555555555555556,0.15,0.0,0.0,0.011111111111111112,0.0
0.05,0.005555555555555556,0.2,0.0,0.005,0.011111111111111112,0.005
0.05,0.005555555555555556,0.25,0.0,0.008,0.011111111111111112,0.008
0.05,0.005555555555555556,0.3,0.0,0.01,0.011111111111111112,0.01
0.05,0.005555555555555556,0.35,0.0,0.02,0.011111111111111112,0.02
0.05,0.005555555555555556,0.4,0.0025,0.025,0.011111111111111112,0.0275
0.05,0.005555555555555556,0.45,0.0022222222222222222,0.022222222222222223,0.011111111111111112,0.024444444444444446
0.05,0.005555555555555556,0.5,0.002,0.02,0.011111111111111112,0.022
0.05,0.005555555555555556,0.55,0.0018181818181818182,0.01818181818181818,0.011111111111111112,0.02
0.05,0.005555555555555556,0.6,0.0016666666666666668,0.016666666666666666,0.011111111111111112,0.018333333333333333
0.05,0.005555555555555556,0.65,0.0015384615384615385,0.015384615384615385,0.011111111111111112,0.016923076923076923
0.05,0.005555555555555556,0.7,0.0014285714285714286,0.014285714285714285,0.011111111111111112,0.015714285714285715
0.05,0.005555555555555556,0.75,0.0013333333333333333,0.013333333333333334,0.011111111111111112,0.014666666666666668
0.05,0.005555555555555556,0.8,0.00125,0.0125,0.011111111111111112,0.01375
0.05,0.005555555555555556,0.85,0.001176470588235294,0.011764705882352941,0.011111111111111112,0.012941176470588235
0.05,0.005555555555555556,0.9,0.0011111111111111111,0.011111111111111112,0.011111111111111112,0.012222222222222223
0.05,0.005555555555555556,0.95,0.0010526315789473684,0.010526315789473684,0.011111111111111112,0.011578947368421053
0.05,0.005555555555555556,1.0,0.006,0.044,0.011111111111111112,0.049999999999999996
0.05,0.005555555555555556,0.05,0.0,0.02,0.011111111111111112,0.02
0.05,0.005555555555555556,0.1,0.0,0.01,0.011111111111111112,0.01
0.05,0.005555555555555556,0.15,0.006666666666666667,0.013333333333333334,0.011111111111111112,0.02
0.05,0.005555555555555556,0.2,0.005,0.015,0.011111111111111112,0.02
0.05,0.005555555555555556,0.25,0.004,0.016,0.011111111111111112,0.02
0.05,0.005555555555555556,0.3,0.0033333333333333335,0.016666666666666666,0.011111111111111112,0.02
0.05,0.005555555555555556,0.35,0.005714285714285714,0.017142857142857144,0.011111111111111112,0.022857142857142857
0.05,0.005555555555555556,0.4,0.005,0.02,0.011111111111111112,0.025
0.05,0.005555555555555556,0.45,0.0044444444444444444,0.017777777777777778,0.011111111111111112,0.022222222222222223
0.05,0.005555555555555556,0.5,0.004,0.016,0.011111111111111112,0.02
0.05,0.005555555555555556,0.55,0.0036363636363636364,0.014545454545454545,0.011111111111111112,0.01818181818181818
0.05,0.005555555555555556,0.6,0.0033333333333333335,0.013333333333333334,0.011111111111111112,0.016666666666666666
0.05,0.005555555555555556,0.65,0.003076923076923077,0.012307692307692308,0.011111111111111112,0.015384615384615385
0.05,0.005555555555555556,0.7,0.002857142857142857,0.011428571428571429,0.011111111111111112,0.014285714285714285
0.05,0.005555555555555556,0.75,0.0026666666666666666,0.010666666666666666,0.011111111111111112,0.013333333333333332
0.05,0.005555555555555556,0.8,0.0025,0.01,0.011111111111111112,0.0125
0.05,0.005555555555555556,0.85,0.002352941176470588,0.009411764705882352,0.011111111111111112,0.011764705882352941
0.05,0.005555555555555556,0.9,0.0022222222222222222,0.008888888888888889,0.011111111111111112,0.011111111111111112
0.05,0.005555555555555556,0.95,0.002105263157894737,0.008421052631578947,0.011111111111111112,0.010526315789473684
0.05,0.005555555555555556,1.0,0.006,0.044,0.011111111111111112,0.049999999999999996
0.05,0.005555555555555556,0.05,0.0,0.02,0.011111111111111112,0.02
0.05,0.005555555555555556,0.1,0.01,0.01,0.011111111111111112,0.02
0.05,0.005555555555555556,0.15,0.013333333333333334,0.013333333333333334,0.011111111111111112,0.02666666666666667
0.05,0.005555555555555556,0.2,0.01,0.015,0.011111111111111112,0.025
0.05,0.005555555555555556,0.25,0.008,0.016,0.011111111111111112,0.024
0.05,0.005555555555555556,0.3,0.01,0.03333333333333333,0.011111111111111112,0.043333333333333335
0.05,0.005555555555555556,0.35,0.008571428571428572,0.04285714285714286,0.011111111111111112,0.05142857142857143
0.05,0.005555555555555556,0.4,0.0075,0.0375,0.011111111111111112,0.045
0.05,0.005555555555555556,0.45,0.006666666666666667,0.03333333333333333,0.011111111111111112,0.04
0.05,0.005555555555555556,0.5,0.006,0.03,0.011111111111111112,0.036
0.05,0.005555555555555556,0.55,0.005454545454545455,0.02727272727272727,0.011111111111111112,0.03272727272727273
0.05,0.005555555555555556,0.6,0.005,0.025,0.011111111111111112,0.030000000000000002
0.05,0.005555555555555556,0.65,0.004615384615384616,0.023076923076923078,0.011111111111111112,0.027692307692307693
0.05,0.005555555555555556,0.7,0.004285714285714286,0.02142857142857143,0.011111111111111112,0.025714285714285714
0.05,0.005555555555555556,0.75,0.004,0.02,0.011111111111111112,0.024
0.05,0.005555555555555556,0.8,0.00375,0.01875,0.011111111111111112,0.0225
0.05,0.005555555555555556,0.85,0.0035294117647058825,0.01764705882352941,0.011111111111111112,0.021176470588235293
0.05,0.005555555555555556,0.9,0.0033333333333333335,0.016666666666666666,0.011111111111111112,0.02
